last_name, first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
Bassitt, Chris,605135,NYM,FF,4-Seamer,0.2,1,270,16.2,78,0.214,0.329,0.294,30.40,44.9,25.2,0.202,0.317,0.269,42.9
King, John,667463,TEX,SIFT,Sinker,-0.5,-1,252,49.7,77,0.309,0.382,0.368,14.50,10.4,17.4,0.295,0.436,0.354,51.6
Smith, Will,519293,ATL,FF,4-Seamer,2.1,5,253,41.1,77,0.286,0.46,0.392,11.80,15.6,14.1,0.291,0.54,0.412,48.1
De Los Santos, Enyel,660853,CLE,FF,4-Seamer,-1.3,-4,319,67.3,77,0.242,0.424,0.338,24.90,28.6,23.4,0.27,0.598,0.399,48.9
Winder, Josh,680739,MIN,FF,4-Seamer,3,9,294,41.1,77,0.339,0.645,0.453,12.00,6.5,8.2,0.359,0.638,0.482,49.2
Minter, A.J.,621345,ATL,FF,4-Seamer,-2.7,-8,306,48.3,77,0.147,0.221,0.207,31.20,39,28.8,0.155,0.343,0.256,42.5
Garrett, Amir,607237,KC,SL,Slider,-1.3,-4,291,67.4,77,0.154,0.2,0.24,32.80,28.6,21.4,0.185,0.279,0.274,20.9
Chacín, Jhoulys,468504,COL,SIFT,Sinker,2.1,5,236,35.7,77,0.348,0.507,0.421,11.10,6.5,12.2,0.332,0.565,0.411,50
Warren, Art,605521,CIN,SL,Slider,0.4,1,280,59.7,77,0.211,0.423,0.292,34.30,31.2,28.9,0.232,0.49,0.332,39.6
Hutchison, Drew,571800,DET,FF,4-Seamer,0.9,3,294,45.2,77,0.258,0.419,0.368,14.30,14.3,12.2,0.253,0.475,0.38,43.4
Stroman, Marcus,573186,CHC,SIFT,Sinker,-1,-3,301,32.8,76,0.212,0.364,0.341,15.00,14.5,15.7,0.282,0.503,0.377,52.7
Sanchez, Aaron,592717,WSH,SIFT,Sinker,3.1,8,250,47,76,0.439,0.697,0.502,16.30,13.2,19.2,0.353,0.578,0.421,55.9
Stripling, Ross,548389,TOR,SL,Slider,-0.6,-2,278,23.3,76,0.247,0.274,0.274,16.00,11.8,9.7,0.253,0.382,0.286,23.4
Morgan, Eli,669212,CLE,FF,4-Seamer,-0.7,-2,335,55.1,76,0.157,0.371,0.239,29.20,38.2,25.7,0.185,0.444,0.292,39.5
Smith, Will,519293,ATL,SL,Slider,-1.7,-5,287,46.7,76,0.174,0.261,0.238,42.10,34.2,23.2,0.161,0.237,0.218,27.3
Otto, Glenn,657248,TEX,SIFT,Sinker,0,0,296,27.5,76,0.169,0.271,0.328,13.10,13.2,16.7,0.222,0.419,0.364,36.7
Gallegos, Giovanny,606149,STL,SL,Slider,-1.7,-5,286,45.8,76,0.221,0.309,0.261,43.80,38.2,25.7,0.182,0.325,0.253,29.3
Mikolas, Miles,571945,STL,CUKC,Curveball,-0.3,-1,364,19.6,76,0.239,0.352,0.293,19.60,19.7,13.2,0.234,0.329,0.269,32.1
Foley, Jason,671345,DET,SIFT,Sinker,-2.3,-6,256,51.5,76,0.243,0.3,0.269,12.30,15.8,23.5,0.26,0.309,0.277,39
Neris, Héctor,593576,HOU,FF,4-Seamer,-1.3,-4,288,49,76,0.179,0.328,0.272,25.70,22.4,23.9,0.262,0.618,0.401,58
Keuchel, Dallas,572971,ARI,CH,Changeup,1,3,259,26.8,76,0.292,0.347,0.318,26.70,13.2,12.2,0.282,0.378,0.299,27
Ashby, Aaron,676879,MIL,CH,Changeup,1.5,4,252,20.6,76,0.286,0.471,0.376,32.00,18.4,20.6,0.22,0.344,0.277,23.2
Beeks, Jalen,656222,TB,FF,4-Seamer,-0.7,-2,333,50.1,76,0.182,0.348,0.287,32.50,30.3,22.1,0.191,0.399,0.305,46.5
Sawamura, Hirokazu,617228,BOS,FF,4-Seamer,0.7,2,263,47.1,75,0.281,0.422,0.365,13.10,6.7,13.5,0.383,0.652,0.466,60
Espino, Paolo,502179,WSH,CUKC,Curveball,-1.9,-4,237,25.6,75,0.205,0.329,0.233,26.50,30.7,26.4,0.243,0.417,0.279,35.3
Stephenson, Robert,596112,COL,FF,4-Seamer,2.1,6,273,55.2,75,0.38,0.69,0.46,13.30,5.3,7.3,0.344,0.654,0.414,44.9
Houck, Tanner,656557,BOS,SL,Slider,-1.5,-5,342,40.8,75,0.147,0.221,0.215,40.10,37.3,25.7,0.205,0.259,0.24,29.3
Romano, Jordan,605447,TOR,FF,4-Seamer,-1.5,-4,291,53.9,75,0.188,0.25,0.27,27.60,26.7,18.5,0.234,0.379,0.323,47.7
Jansen, Kenley,445276,ATL,FC,Cutter,-1.6,-5,348,62,75,0.159,0.232,0.203,26.10,30.7,23,0.165,0.255,0.211,25.5
Peralta, Wandy,593974,NYY,CH,Changeup,-1.9,-5,244,45.9,75,0.206,0.265,0.259,40.60,28,26.9,0.211,0.302,0.258,29.2
Garrett, Braxton,666129,MIA,SL,Slider,0.4,1,230,33.9,75,0.221,0.353,0.301,38.60,33.3,22.5,0.224,0.404,0.304,37.2
Kremer, Dean,665152,BAL,FF,4-Seamer,-1.6,-5,302,44.1,75,0.21,0.258,0.286,21.10,14.7,13.1,0.305,0.629,0.438,53.8
Javier, Cristian,664299,HOU,SL,Slider,0.1,0,369,26.7,75,0.171,0.314,0.239,40.00,50.7,29.5,0.139,0.219,0.189,21.9
Boxberger, Brad,502202,MIL,FF,4-Seamer,0,0,316,53.8,75,0.222,0.444,0.333,20.50,29.3,17.7,0.245,0.496,0.371,46.5
Graterol, Brusdar,660813,LAD,SIFT,Sinker,-3,-7,232,42.6,74,0.164,0.254,0.245,14.90,16.2,25,0.223,0.304,0.271,27.3
Barlow, Scott,605130,KC,SL,Slider,-2.4,-8,313,44.5,74,0.2,0.308,0.259,30.10,21.6,19.3,0.212,0.364,0.29,31.4
Milner, Hoby,571948,MIL,SIFT,Sinker,-2.2,-6,279,47.1,74,0.265,0.338,0.306,11.10,16.2,20.3,0.272,0.443,0.329,40.4
Springs, Jeffrey,605488,TB,FF,4-Seamer,0.2,1,394,38.6,74,0.235,0.5,0.341,24.10,29.7,16.5,0.276,0.615,0.395,56.5
Burnes, Corbin,669203,MIL,CUKC,Curveball,-1.8,-6,329,18.1,74,0.113,0.254,0.174,47.40,50,31.6,0.115,0.202,0.156,20.6
Woodruff, Brandon,605540,MIL,SIFT,Sinker,0.1,0,281,23.7,74,0.303,0.394,0.338,18.40,14.9,19,0.266,0.405,0.333,29.8
Winckowski, Josh,670174,BOS,SIFT,Sinker,0,0,252,42.4,74,0.284,0.448,0.351,3.90,8.1,18.2,0.286,0.485,0.361,47.5
Givens, Mychal,571710,CHC,FF,4-Seamer,-0.6,-2,307,49.2,74,0.254,0.349,0.319,25.40,37.8,28.6,0.227,0.383,0.314,44.4
Gallen, Zac,668678,ARI,CUKC,Curveball,-2.7,-8,288,18.4,74,0.167,0.278,0.195,33.60,35.1,20.5,0.183,0.275,0.204,34
Lodolo, Nick,666157,CIN,SIFT,Sinker,0.7,2,298,58.8,74,0.317,0.483,0.412,24.80,25.7,27.1,0.265,0.445,0.375,51.2
Kaprielian, James,621076,OAK,SL,Slider,-1,-2,247,21.8,73,0.164,0.328,0.257,35.70,28.8,22.1,0.197,0.329,0.271,28.3
Cueto, Johnny,456501,CWS,CH,Changeup,-1.6,-4,268,23.7,73,0.147,0.265,0.214,24.80,26,18.1,0.223,0.391,0.288,34.7
Hill, Tim,657612,SD,SIFT,Sinker,0.3,1,240,59.1,73,0.343,0.4,0.349,5.50,8.2,13.3,0.273,0.348,0.285,40.6
Duran, Jhoan,661395,MIN,FF,4-Seamer,-1.6,-5,302,48.7,73,0.25,0.338,0.29,28.00,28.8,21.9,0.2,0.278,0.235,31.3
Kelly, Merrill,518876,ARI,SIFT,Sinker,-0.6,-1,245,14.1,73,0.261,0.362,0.311,16.40,11,12.9,0.309,0.53,0.371,45.9
Eovaldi, Nathan,543135,BOS,FS,Splitter,-2.2,-5,222,19.5,73,0.171,0.229,0.221,41.00,38.4,28.6,0.233,0.352,0.266,52.4
Blackburn, Paul,621112,OAK,CUKC,Curveball,-2.2,-6,285,18.7,73,0.153,0.264,0.184,30.60,38.4,21.9,0.202,0.309,0.223,43.2
Clevinger, Mike,605182,SD,FF,4-Seamer,-2.5,-7,282,35.2,73,0.179,0.313,0.25,20.00,26,19.8,0.26,0.432,0.326,47.9
Ray, Robbie,592662,SEA,SIFT,Sinker,-0.6,-2,284,15.6,73,0.222,0.365,0.313,29.00,23.3,26.6,0.211,0.271,0.275,32.6
Clarke, Taylor,664199,KC,FF,4-Seamer,0.4,1,306,43.3,72,0.29,0.449,0.334,17.40,18.1,12.5,0.283,0.514,0.349,46.4
Smith, Caleb,592761,ARI,SL,Slider,0.4,1,250,31.6,72,0.235,0.485,0.337,28.60,22.2,20,0.247,0.483,0.327,26.9
Nola, Aaron,605400,PHI,CH,Changeup,1.9,6,287,15.5,72,0.357,0.5,0.387,26.40,12.5,10.8,0.306,0.455,0.334,27.9
Davis, Austin,656354,BOS,FF,4-Seamer,1.2,4,299,45.4,72,0.214,0.393,0.359,26.60,20.8,16.5,0.24,0.433,0.365,41.9
Graveman, Kendall,608665,CWS,SIFT,Sinker,0.6,2,281,44.9,72,0.313,0.453,0.385,15.00,18.1,23.6,0.286,0.46,0.359,39.2
Bundy, Dylan,605164,MIN,CH,Changeup,2.3,5,216,17.6,72,0.329,0.529,0.367,25.80,15.3,15.3,0.31,0.487,0.337,48.3
Cishek, Steve,518553,WSH,SL,Slider,-0.9,-2,274,40.1,72,0.242,0.403,0.32,30.10,29.2,25.9,0.236,0.424,0.324,30.2
Smith, Drew,622098,NYM,SL,Slider,0.5,1,236,35.4,72,0.229,0.429,0.29,35.30,37.5,28.7,0.2,0.42,0.27,34.9
Winder, Josh,680739,MIN,SL,Slider,-3.2,-8,235,32.8,72,0.186,0.3,0.234,33.30,22.2,21.6,0.192,0.331,0.233,27.8
Lynch, Daniel,663738,KC,CH,Changeup,1.5,4,242,18.1,72,0.273,0.5,0.349,24.00,19.4,15.9,0.242,0.416,0.304,30.2
Houck, Tanner,656557,BOS,SIFT,Sinker,-0.6,-1,238,28.4,72,0.303,0.318,0.318,25.80,15.3,23.9,0.258,0.348,0.298,41.8
Alvarado, José,621237,PHI,SIFT,Sinker,2.6,7,267,54.8,72,0.317,0.433,0.404,20.80,18.1,22.8,0.307,0.489,0.388,41.7
Wright, Kyle,657140,ATL,CH,Changeup,-2.7,-7,276,16.8,71,0.136,0.182,0.168,29.60,28.2,23.3,0.235,0.363,0.276,36.2
Davis, Austin,656354,BOS,SL,Slider,-2.2,-6,265,40.3,71,0.222,0.238,0.251,28.10,25.4,18.8,0.24,0.347,0.309,21.7
Montero, Rafael,606160,HOU,FF,4-Seamer,-1.4,-4,284,47.3,71,0.155,0.259,0.266,30.50,35.2,27.5,0.182,0.292,0.285,38.2
Familia, Jeurys,544727,PHI,SIFT,Sinker,1.1,3,286,53.6,71,0.328,0.574,0.442,29.40,14.1,20,0.276,0.515,0.382,49
McHugh, Collin,543521,ATL,SL,Slider,-1.6,-5,304,45.7,71,0.172,0.234,0.229,30.40,32.4,19.2,0.161,0.225,0.218,24.4
Suarez, José,660761,LAA,CH,Changeup,1.2,3,219,27.3,70,0.27,0.444,0.345,32.80,31.4,23.2,0.25,0.489,0.345,31.7
Fried, Max,608331,ATL,CUKC,Curveball,-0.7,-2,351,19.5,70,0.221,0.309,0.259,37.10,38.6,28.7,0.221,0.286,0.23,26.2
Maton, Phil,664208,HOU,FF,4-Seamer,-0.3,-1,305,47.4,70,0.21,0.29,0.289,25.00,24.3,22.1,0.251,0.394,0.318,30.4
Stammen, Craig,489334,SD,SIFT,Sinker,-0.8,-2,295,53.8,70,0.262,0.415,0.323,17.20,21.4,26.8,0.272,0.444,0.322,45.1
Gibson, Kyle,502043,PHI,FC,Cutter,0.7,2,332,21.2,70,0.242,0.371,0.304,19.60,11.4,14,0.252,0.415,0.33,29.1
Bickford, Phil,641360,LAD,FF,4-Seamer,-0.1,0,334,70.8,70,0.246,0.415,0.322,23.20,22.9,15.2,0.199,0.406,0.284,32.7
Vest, Will,676684,DET,FF,4-Seamer,-2.4,-7,302,53.7,69,0.259,0.31,0.276,17.60,23.2,19.3,0.259,0.425,0.344,57.4
Smith, Caleb,592761,ARI,FF,4-Seamer,2.1,7,344,43.5,69,0.302,0.66,0.485,20.30,17.4,13.6,0.213,0.436,0.37,39
Skubal, Tarik,669373,DET,CH,Changeup,-0.5,-1,252,15.3,69,0.215,0.262,0.238,45.80,37.7,28.6,0.201,0.25,0.224,25.6
Rodriguez, Elvin,660730,DET,FF,4-Seamer,3.5,8,232,52.7,69,0.339,0.75,0.508,8.10,10.1,14.3,0.329,0.79,0.506,61.2
Contreras, Roansy,672710,PIT,SL,Slider,0,0,248,28,69,0.169,0.338,0.254,44.30,37.7,23.9,0.2,0.426,0.285,41
Houck, Tanner,656557,BOS,FF,4-Seamer,0.6,1,208,24.8,69,0.25,0.357,0.34,19.60,17.4,20.7,0.295,0.534,0.41,42.2
Thielbar, Caleb,573204,MIN,FF,4-Seamer,-0.9,-3,297,48.4,69,0.25,0.45,0.363,31.00,34.8,25,0.212,0.392,0.31,30.6
Suárez, Ranger,624133,PHI,FF,4-Seamer,2.4,6,270,18.8,69,0.379,0.603,0.487,17.40,10.1,9.1,0.287,0.476,0.383,27.5
Pallante, Andre,669467,STL,SL,Slider,-2.1,-5,231,19.8,69,0.23,0.295,0.285,22.00,18.8,18.6,0.281,0.409,0.34,39.6
Diekman, Jake,518617,BOS,SL,Slider,0.6,2,288,41.6,69,0.161,0.304,0.281,35.40,34.8,18.6,0.186,0.345,0.306,39.4
Nelson, Nick,656793,PHI,CH,Changeup,1.5,4,255,34.7,69,0.29,0.403,0.341,29.70,24.6,20,0.244,0.343,0.295,24.4
Walker, Taijuan,592836,NYM,SL,Slider,-0.4,-1,258,18.2,69,0.203,0.359,0.286,28.00,24.6,18.1,0.243,0.45,0.32,46.8
Ottavino, Adam,493603,NYM,SL,Slider,-3.1,-8,256,43.7,69,0.161,0.29,0.243,34.10,29,24.1,0.181,0.28,0.255,23.3
Fried, Max,608331,ATL,CH,Changeup,-1,-2,228,12.7,69,0.191,0.235,0.188,36.30,34.8,25,0.203,0.281,0.203,15.6
Jackson, Zach,667427,OAK,SL,Slider,-0.8,-2,299,43.5,69,0.183,0.217,0.245,43.10,39.1,25.5,0.168,0.284,0.257,36.4
Duffey, Tyler,608648,MIN,CUKC,Curveball,1.7,5,283,45.2,68,0.281,0.484,0.349,26.90,22.1,17.2,0.302,0.513,0.364,36.7
Brasier, Ryan,518489,BOS,FF,4-Seamer,2.5,6,255,46.4,68,0.359,0.656,0.426,19.60,25,22.4,0.31,0.621,0.391,59.2
Adon, Joan,672851,WSH,CUKC,Curveball,1.6,5,279,23.2,68,0.328,0.459,0.385,18.30,19.1,12.5,0.252,0.353,0.299,28
Lorenzen, Michael,547179,LAA,FF,4-Seamer,0.2,0,250,21.1,68,0.236,0.345,0.351,17.20,17.6,13.5,0.246,0.373,0.345,32.6
Freeland, Kyle,607536,COL,CH,Changeup,2.2,6,254,15.6,68,0.365,0.476,0.421,12.90,2.9,11.8,0.374,0.495,0.397,43.5
Syndergaard, Noah,592789,LAA,FF,4-Seamer,1,2,231,20.2,68,0.311,0.607,0.416,20.00,17.6,19,0.281,0.597,0.398,42
Otto, Glenn,657248,TEX,SL,Slider,2.5,7,259,24,67,0.305,0.525,0.388,36.40,29.9,20,0.242,0.475,0.35,31.7
Zimmermann, Bruce,669145,BAL,SL,Slider,1.6,3,195,18.8,67,0.279,0.59,0.384,32.70,26.9,28.1,0.302,0.597,0.409,45.5
Wells, Tyler,669330,BAL,CH,Changeup,-2.4,-6,256,19,67,0.203,0.313,0.257,31.70,19.4,16.3,0.194,0.29,0.226,25.5
Feltner, Ryan,663372,COL,FF,4-Seamer,3.2,9,270,45.7,67,0.339,0.678,0.474,20.90,19.4,16.3,0.327,0.721,0.465,63
Gomber, Austin,596295,COL,CH,Changeup,-0.3,-1,249,16.7,67,0.317,0.476,0.368,26.60,11.9,12.5,0.297,0.485,0.344,30.4
Strider, Spencer,675911,ATL,SL,Slider,-0.6,-2,336,25.8,67,0.167,0.183,0.226,53.30,49.3,27.3,0.124,0.154,0.179,18.5
Bumgarner, Madison,518516,ARI,CUKC,Curveball,0.4,1,299,17.6,67,0.203,0.322,0.296,19.00,17.9,12.4,0.239,0.373,0.313,34
Detmers, Reid,672282,LAA,SL,Slider,0.7,1,224,19.4,67,0.167,0.317,0.269,20.80,25.4,17.2,0.206,0.399,0.299,39.5
Suarez, José,660761,LAA,FF,4-Seamer,1.7,5,271,33.8,67,0.339,0.661,0.468,21.70,19.4,18.8,0.294,0.566,0.414,48.8
Bleier, Richard,542947,MIA,SIFT,Sinker,2.9,6,198,49.3,67,0.365,0.571,0.426,16.40,9,14.3,0.34,0.536,0.389,56.1
Rogers, Trevor,669432,MIA,SL,Slider,0.8,2,291,18.6,67,0.213,0.311,0.249,32.80,31.3,18.9,0.21,0.286,0.24,11.9
Raley, Brooks,548384,TB,SL,Slider,-2,-4,200,41.2,67,0.164,0.246,0.237,41.40,43.3,34.5,0.166,0.241,0.22,31.3
De Jong, Chase,608328,PIT,FF,4-Seamer,-0.5,-2,290,49.9,67,0.193,0.491,0.372,10.10,6,5.3,0.308,0.626,0.434,52.8
Matz, Steven,571927,STL,SIFT,Sinker,2,7,327,48.3,67,0.371,0.661,0.459,27.50,31.3,17.8,0.348,0.552,0.404,46.3
Stratton, Chris,608717,PIT,FF,4-Seamer,3.2,9,289,42.2,66,0.439,0.667,0.527,26.20,18.2,14.6,0.298,0.546,0.398,50
Ohtani, Shohei,660271,LAA,FS,Splitter,-0.8,-2,197,14.2,66,0.123,0.246,0.164,49.00,63.6,31.8,0.13,0.216,0.154,39.1
Martinez, Nick,607259,SD,SIFT,Sinker,-1.8,-4,207,16.8,66,0.217,0.267,0.257,12.70,13.6,18,0.266,0.333,0.299,33.3
Smyly, Drew,592767,CHC,FC,Cutter,0.5,1,244,28.5,66,0.3,0.617,0.402,18.20,6.1,6.8,0.299,0.586,0.402,38.6
Fried, Max,608331,ATL,SIFT,Sinker,-2.2,-5,234,13,66,0.246,0.277,0.239,18.30,15.2,22.2,0.253,0.359,0.268,40
Gose, Anthony,543238,CLE,FF,4-Seamer,2.2,6,252,64.8,66,0.288,0.635,0.455,21.90,13.6,13.4,0.308,0.738,0.475,52.3
Smith, Drew,622098,NYM,FF,4-Seamer,-0.2,-1,316,47.4,66,0.2,0.436,0.328,25.90,16.7,14.1,0.294,0.631,0.424,62.2
Bassitt, Chris,605135,NYM,FC,Cutter,-0.3,-1,279,16.8,66,0.233,0.45,0.316,23.90,19.7,16.9,0.219,0.435,0.3,35.4
Logue, Zach,656657,OAK,FF,4-Seamer,0.9,2,247,47.1,66,0.268,0.554,0.394,19.50,18.2,20,0.283,0.681,0.437,53.3
Thompson, Keegan,624522,CHC,CUKC,Curveball,2.5,6,223,17.1,66,0.254,0.524,0.348,27.10,24.2,20.8,0.239,0.45,0.307,31.9
Ashcraft, Graham,668933,CIN,SL,Slider,-0.2,-1,269,29.4,66,0.231,0.369,0.292,27.60,27.3,17.3,0.257,0.398,0.283,34
Ruiz, José,614179,CWS,FF,4-Seamer,1,3,337,48.2,66,0.286,0.643,0.437,28.70,24.2,19.5,0.291,0.64,0.423,68.3
Effross, Scott,664123,CHC,SIFT,Sinker,1,2,207,36.5,66,0.328,0.484,0.376,16.70,19.7,39.4,0.279,0.419,0.31,47.1
Soto, Gregory,642397,DET,FF,4-Seamer,-0.2,0,239,41.1,66,0.179,0.25,0.253,28.80,28.8,19.2,0.205,0.344,0.294,47.4
Flexen, Chris,623167,SEA,CH,Changeup,-0.6,-1,244,15.3,66,0.197,0.311,0.255,29.20,22.7,22.7,0.265,0.468,0.338,26.1
Lorenzen, Michael,547179,LAA,CH,Changeup,1.2,3,226,19.1,65,0.203,0.288,0.272,37.10,24.6,17.8,0.23,0.356,0.29,30.2
Puk, A.J.,640462,OAK,FF,4-Seamer,1,2,241,39.6,65,0.22,0.339,0.288,17.70,26.2,18.3,0.248,0.387,0.31,42.9
Ober, Bailey,641927,MIN,FF,4-Seamer,1.5,4,267,50.8,65,0.322,0.508,0.398,24.70,13.8,10.7,0.306,0.602,0.403,31.4
Ureña, José,570632,COL,SIFT,Sinker,-2,-4,218,55.3,65,0.276,0.345,0.31,12.40,7.7,13.9,0.289,0.549,0.388,37.7
Moore, Matt,519043,TEX,FF,4-Seamer,-1.5,-4,293,42.3,65,0.154,0.269,0.283,24.80,27.7,24.3,0.157,0.274,0.285,35.3
Zimmermann, Bruce,669145,BAL,FF,4-Seamer,1.5,5,320,30.8,65,0.424,0.695,0.485,12.30,6.2,5.2,0.414,0.813,0.517,49.1
Buehler, Walker,621111,LAD,FC,Cutter,-2.4,-6,259,24.8,65,0.242,0.29,0.274,26.20,18.5,21.8,0.277,0.355,0.292,30
Hutchison, Drew,571800,DET,SL,Slider,-0.5,-1,242,37.2,65,0.246,0.328,0.272,26.30,16.9,14.9,0.317,0.588,0.4,47.1
Gonzales, Marco,594835,SEA,FC,Cutter,2.2,6,262,16.6,65,0.383,0.583,0.438,13.40,0,0,0.339,0.57,0.409,28.3
Moll, Sam,594580,OAK,SL,Slider,-1.4,-4,266,58.3,65,0.131,0.262,0.215,26.30,36.9,26.1,0.19,0.327,0.235,28.9
Richards, Trevor,670950,TOR,CH,Changeup,-1.5,-4,241,37.9,65,0.136,0.203,0.222,51.60,47.7,28.4,0.146,0.212,0.214,17.9
Pagán, Emilio,641941,MIN,FF,4-Seamer,-0.4,-1,307,50.8,64,0.204,0.444,0.338,26.80,34.4,22.4,0.231,0.498,0.363,53.1
Rogers, Taylor,573124,SD,SIFT,Sinker,-0.9,-2,274,45.7,64,0.281,0.386,0.334,20.20,23.4,23.1,0.302,0.515,0.383,57.1
Banks, Tanner,621383,CWS,FF,4-Seamer,-1.8,-6,300,45,64,0.189,0.189,0.25,19.90,32.8,21,0.223,0.313,0.307,33.3
Clarke, Taylor,664199,KC,SL,Slider,0.3,1,257,36.4,64,0.186,0.322,0.233,33.10,29.7,20.2,0.211,0.291,0.234,19
Castellanos, Humberto,528748,ARI,SIFT,Sinker,0.4,1,242,32.4,64,0.345,0.436,0.372,16.50,17.2,18.3,0.308,0.483,0.379,50
Thornton, Trent,663423,TOR,SL,Slider,-2.4,-5,209,38.3,64,0.18,0.295,0.216,24.10,25,26.2,0.215,0.362,0.258,37
Crowe, Wil,640444,PIT,SL,Slider,0.7,2,278,29.8,64,0.158,0.263,0.248,34.40,28.1,17.5,0.205,0.315,0.282,30.8
Castano, Daniel,641447,MIA,FC,Cutter,0,0,229,41.3,64,0.259,0.586,0.384,17.00,10.9,12.1,0.263,0.533,0.365,39.2
Cotton, Jharel,605194,MIN,CH,Changeup,-0.5,-1,178,35.7,64,0.179,0.375,0.31,28.70,32.8,19.4,0.206,0.345,0.292,31.4
Berríos, José,621244,TOR,CH,Changeup,0.5,1,203,12.8,64,0.283,0.417,0.339,27.10,14.1,13.2,0.286,0.455,0.348,33.3
Hernández, Carlos,672578,KC,FF,4-Seamer,3.6,10,285,46.2,64,0.469,0.714,0.544,16.40,1.6,2.3,0.382,0.717,0.507,46.9
Richards, Trevor,670950,TOR,FF,4-Seamer,1,3,258,40.6,64,0.275,0.588,0.42,18.90,14.1,17.3,0.304,0.693,0.463,48.8
McClanahan, Shane,663556,TB,SL,Slider,-1,-3,255,15.7,64,0.194,0.355,0.262,46.80,35.9,30.7,0.215,0.372,0.26,30.8
Long, Sam,669674,SF,FF,4-Seamer,1.2,3,263,43.2,64,0.327,0.527,0.426,17.20,12.5,12.3,0.313,0.532,0.391,44.9
Wilson, Steven,621051,SD,FF,4-Seamer,0.2,0,247,55.1,64,0.214,0.304,0.278,30.00,26.6,19.5,0.224,0.423,0.317,50
Poppen, Sean,664092,ARI,SIFT,Sinker,-1.3,-3,243,62.6,63,0.291,0.491,0.384,11.30,15.9,20,0.257,0.38,0.324,40.4
Wilson, Bryse,669060,PIT,FF,4-Seamer,1.9,5,246,28.9,63,0.365,0.558,0.45,25.90,22.2,16.3,0.327,0.531,0.41,45
Morgan, Eli,669212,CLE,CH,Changeup,-0.2,0,190,31.3,63,0.136,0.305,0.244,20.50,25.4,19.3,0.21,0.332,0.259,30.2
Jefferies, Daulton,641726,OAK,SIFT,Sinker,0.9,2,219,35.8,63,0.286,0.393,0.344,12.60,12.7,14.8,0.297,0.523,0.375,44.9
Santana, Dennis,642701,TEX,SIFT,Sinker,2.8,6,222,38.7,63,0.278,0.333,0.363,7.70,9.5,17.1,0.265,0.382,0.325,34.7
Bard, Daniel,453268,COL,SIFT,Sinker,-1.1,-3,298,52.6,63,0.161,0.232,0.248,18.50,23.8,31.3,0.197,0.307,0.268,41.5
Lange, Alex,656638,DET,CUKC,Curveball,-2.5,-6,258,46.3,63,0.123,0.193,0.193,60.20,46,39.2,0.158,0.259,0.216,34.5
King, Michael,650633,NYY,SIFT,Sinker,-2.5,-7,269,36.4,63,0.254,0.373,0.289,24.30,20.6,31.7,0.292,0.478,0.348,46.7
Beede, Tyler,595881,PIT,FF,4-Seamer,0.4,1,203,34.1,63,0.37,0.5,0.414,6.30,3.2,5.7,0.337,0.515,0.399,47.2
Phillips, Evan,623465,LAD,SL,Slider,-1,-2,243,48.2,63,0.167,0.3,0.225,40.20,36.5,25.3,0.18,0.371,0.251,39.5
Crowe, Wil,640444,PIT,CH,Changeup,-0.4,-1,275,29.5,63,0.204,0.315,0.314,32.80,25.4,19.5,0.19,0.309,0.273,15.4
Acevedo, Domingo,642758,OAK,FF,4-Seamer,1.5,4,254,41.6,62,0.302,0.623,0.433,20.00,16.1,14.3,0.334,0.673,0.459,51.2
Gomber, Austin,596295,COL,CUKC,Curveball,1.1,3,243,16.3,62,0.2,0.367,0.27,27.10,32.3,18.9,0.164,0.285,0.205,27.5
Voth, Austin,608723,BAL,FC,Cutter,1.6,3,206,26.1,62,0.356,0.475,0.37,25.60,16.1,22.7,0.309,0.472,0.35,32.7
Romano, Jordan,605447,TOR,SL,Slider,-0.5,-1,246,45.6,62,0.22,0.373,0.275,36.00,30.6,26.4,0.26,0.43,0.31,47.5
Stratton, Chris,608717,PIT,CUKC,Curveball,-1.9,-4,208,30.4,62,0.179,0.25,0.202,28.70,29,23.7,0.21,0.335,0.257,29.3
Watkins, Spenser,657093,BAL,FC,Cutter,0.3,1,207,24.7,62,0.286,0.393,0.334,27.30,19.4,19.4,0.271,0.392,0.323,31.8
Brebbia, John,605154,SF,FF,4-Seamer,-2.7,-8,306,46.6,62,0.145,0.2,0.201,21.70,33.9,17.2,0.181,0.36,0.269,25.7
Irvin, Cole,608344,OAK,CUKC,Curveball,0.8,2,239,17.4,62,0.25,0.45,0.31,29.00,27.4,21.3,0.304,0.626,0.395,46.5
Cueto, Johnny,456501,CWS,SL,Slider,0.3,1,231,20.4,62,0.271,0.373,0.301,18.70,17.7,20.8,0.256,0.407,0.302,31.3
Lauer, Eric,641778,MIL,FC,Cutter,2.1,4,203,12.6,62,0.396,0.679,0.494,17.30,12.9,19,0.366,0.613,0.454,42.2
Gallegos, Giovanny,606149,STL,FF,4-Seamer,0.4,1,297,47.5,62,0.237,0.508,0.331,21.20,29,17.1,0.245,0.586,0.358,51.2
Bush, Matt,456713,TEX,FF,4-Seamer,-0.8,-2,228,47.8,62,0.212,0.327,0.316,30.00,30.6,32.2,0.2,0.315,0.289,41.2
